"LANDING_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PACFIN_PORT_CODE","PACFIN_PORT_NAME","ROUND_WEIGHT_MTONS","ROUND_PRICE_PER_POUND","EXVESSEL_REVENUE","NUMBER_OF_TRIPS","NUMBER_OF_VESSELS","NUMBER_OF_DEALERS","CONFIDENTIAL_FLAG"
"1994","W","CWA","GRH","GRAYS HRBR",,,,6,2,2,"*"
"1994","W","CWA","LAP","LA PUSH",,,,7,6,1,"*"
"1994","W","CWA","OWC","O WA COAST",7.23,.82,12999,11,7,3,""
"1994","W","CWA","WLB","WILLAPA",60.52,.63,83655.04,41,29,3,""
"1994","W","CWA","WPT","WESTPORT",770.14,.81,1378369.25,140,82,10,""
"1994","W","NPS","BLN","BLAINE",,,,1,1,1,"*"
"1994","W","NPS","NEA","NEAH BAY",,,,6,4,1,"*"
"1994","W","NPS","PAG","PT ANGELES",79.57,.78,136943.01,23,18,4,""
"1994","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"1994","W","SPS","SEA","SEATTLE",,,,1,1,1,"*"
"1994","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",25.6,.68,38566.62,,,,""
"1995","C","BDA","BDG","BODEGA BAY",10.09,.78,17306.51,16,16,5,""
"1995","C","BGA","BRG","FORT BRAGG",25.14,.83,45766.88,25,13,4,""
"1995","C","CCA","CRS","CRESCENT",77.44,.81,138925.19,18,14,7,""
"1995","C","ERA","ERK","EUREKA",150.13,.82,270660.45,24,20,8,""
"1995","C","ERA","OHB","O HUMBOLDT",,,,2,2,2,"*"
"1995","C","LAA","OLA","O LA/ORG",,,,2,2,2,"*"
"1995","C","LAA","SP","SAN PEDRO",318.17,.83,581762.31,36,31,7,""
"1995","C","LAA","TRM","TERMINAL I",,,,3,3,2,"*"
"1995","C","MNA","CRZ","SANTA CRUZ",,,,11,7,1,"*"
"1995","C","MNA","MNT","MONTEREY",4.34,.75,7131.72,21,5,3,""
"1995","C","MNA","MOS","MOSS LNDG",184.56,.8,324685.23,63,37,11,""
"1995","C","MRA","AVL","AVILA",,,,11,8,2,"*"
"1995","C","MRA","MRO","MORRO BAY",12.38,.91,24865.1,63,41,10,""
"1995","C","SBA","OXN","OXNARD",,,,3,2,3,"*"
"1995","C","SBA","VEN","VENTURA",4.54,.86,8554.97,20,16,8,""
"1995","C","SDA","OCN","OCEANSIDE",,,,1,1,1,"*"
"1995","C","SDA","OSD","O S DIEGO",,,,4,4,2,"*"
"1995","C","SDA","SD","SAN DIEGO",15.83,.85,29618.45,20,15,9,""
"1995","C","SFA","PRN","PRINCETON",4.76,1.39,14623.65,12,7,7,""
"1995","C","SFA","SF","SF",13.67,.74,22203.1,27,17,9,""
"1995","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",11.42,.95,23802.08,,,,""
"1995","O","BRA","BRK","BROOKINGS",19.47,.96,41066.37,11,9,5,""
"1995","O","BRA","ORF","ORFORD",,,,7,3,1,"*"
"1995","O","CBA","BDN","BANDON",2.3,1.19,6047.05,7,3,3,""
"1995","O","CBA","COS","COOS BAY",99.32,.83,182801.84,68,35,14,""
"1995","O","CBA","FLR","FLORENCE",3.79,.9,7516.55,5,3,3,""
"1995","O","CBA","WIN","WINCHESTER",21.47,1.02,48210.9,22,8,7,""
"1995","O","CLO","AST","ASTORIA",819.77,.8,1439291.47,82,46,9,""
"1995","O","NPA","DPO","DEPOE BAY",,,,1,1,2,"*"
"1995","O","NPA","NEW","NEWPORT",1263.97,.8,2228655.15,180,117,21,""
"1995","O","TLA","PCC","PACIFIC",,,,12,5,2,"*"
"1995","O","TLA","TLL","TLMK/GRBLD",51.29,.82,92957.98,40,19,4,""
"1995","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",1.91,.8,3360.65,,,,""
"1995","W","CLW","LWC","ILWCO/CHNK",1617.07,.8,2846432.84,126,85,3,""
"1995","W","CWA","GRH","GRAYS HRBR",155.1,.79,271739.96,18,12,4,""
"1995","W","CWA","LAP","LA PUSH",,,,2,2,1,"*"
"1995","W","CWA","WLB","WILLAPA",,,,4,2,2,"*"
"1995","W","CWA","WPT","WESTPORT",1109.81,.8,1948295.32,146,87,7,""
"1995","W","NPS","PAG","PT ANGELES",16.07,.83,29304.95,5,5,3,""
"1995","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"1995","W","SPS","OLY","OLYMPIA",,,,1,1,1,"*"
"1995","W","SPS","SEA","SEATTLE",,,,1,1,1,"*"
"1995","W","SPS","SHL","SHELTON",,,,2,1,1,"*"
"1995","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",11.12,.96,23490.15,,,,""
"1996","C","BDA","BDG","BODEGA BAY",14.34,1.19,37685.96,19,6,7,""
"1996","C","BGA","BRG","FORT BRAGG",86.15,.84,159413.4,26,11,7,""
"1996","C","CCA","CRS","CRESCENT",293.4,.8,514708.59,151,78,16,""
"1996","C","ERA","ERK","EUREKA",287.26,1,635039.52,71,36,13,""
"1996","C","ERA","FLN","FIELDS LDG",,,,1,1,1,"*"
"1996","C","LAA","DNA","DANA POINT",,,,1,1,1,"*"
"1996","C","LAA","SP","SAN PEDRO",34.11,.57,43085.8,27,16,8,""
"1996","C","LAA","TRM","TERMINAL I",,,,107,82,2,"*"
"1996","C","MNA","CRZ","SANTA CRUZ",10.39,.89,20356.5,25,15,5,""
"1996","C","MNA","MNT","MONTEREY",21.49,.68,32046.25,42,17,4,""
"1996","C","MNA","MOS","MOSS LNDG",185.32,.8,326224.86,118,58,13,""
"1996","C","MRA","AVL","AVILA",,,,4,2,1,"*"
"1996","C","MRA","MRO","MORRO BAY",30.86,.9,61168.85,86,46,10,""
"1996","C","SBA","OXN","OXNARD",,,,2,2,1,"*"
"1996","C","SBA","SB","S. BARBARA",,,,1,1,1,"*"
"1996","C","SBA","VEN","VENTURA",3.04,.6,3991,12,10,7,""
"1996","C","SDA","OSD","O S DIEGO",,,,1,1,1,"*"
"1996","C","SDA","SD","SAN DIEGO",,,,5,5,2,"*"
"1996","C","SFA","BKL","BERKELEY",,,,2,2,1,"*"
"1996","C","SFA","PRN","PRINCETON",10.03,1.12,24818.64,23,16,10,""
"1996","C","SFA","SF","SF",45.72,.85,85779.83,39,26,11,""
"1996","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",4123.73,.97,8785466.67,,,,""
"1996","O","BRA","BRK","BROOKINGS",34.03,.83,62250.3,34,25,9,""
"1996","O","BRA","GLD","GOLD BEACH",,,,4,2,2,"*"
"1996","O","BRA","ORF","ORFORD",18.32,.82,32945.13,20,11,4,""
"1996","O","CBA","BDN","BANDON",9.99,.74,16306.64,12,5,5,""
"1996","O","CBA","COS","COOS BAY",679.91,.82,1233227.3,217,120,17,""
"1996","O","CBA","FLR","FLORENCE",12.93,.86,24529.95,9,4,4,""
"1996","O","CBA","WIN","WINCHESTER",29.42,1.02,66248.5,20,10,9,""
"1996","O","CLO","AST","ASTORIA",1023.53,.84,1891781.71,124,66,7,""
"1996","O","NPA","DPO","DEPOE BAY",,,,1,1,1,"*"
"1996","O","NPA","NEW","NEWPORT",2213.81,.82,4021366.73,374,195,32,""
"1996","O","TLA","PCC","PACIFIC",,,,3,2,1,"*"
"1996","O","TLA","TLL","TLMK/GRBLD",33.95,.99,74029.8,24,8,3,""
"1996","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",3.02,1.05,6982.4,,,,""
"1996","W","CLW","LWC","ILWCO/CHNK",2828.45,.83,5159512.29,198,106,3,""
"1996","W","CWA","GRH","GRAYS HRBR",,,,5,2,2,"*"
"1996","W","CWA","LAP","LA PUSH",,,,2,1,1,"*"
"1996","W","CWA","OWC","O WA COAST",,,,3,2,2,"*"
"1996","W","CWA","WLB","WILLAPA",1.05,1.03,2384.5,3,3,3,""
"1996","W","CWA","WPT","WESTPORT",2036.96,.83,3706230.02,178,96,10,""
"1996","W","NPS","NEA","NEAH BAY",,,,1,1,1,"*"
"1996","W","NPS","PAG","PT ANGELES",7.76,.91,15574.02,7,6,3,""
"1996","W","NPS","TNS","TOWNSEND",,,,2,2,2,"*"
"1996","W","SPS","SEA","SEATTLE",8.52,.88,16547.8,4,3,3,""
"1996","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",27.78,.96,58583.12,,,,""
"1997","C","BDA","BDG","BODEGA BAY",77.82,.73,125794.13,98,41,12,""
"1997","C","BDA","BOL","BOLINAS",,,,8,4,2,"*"
"1997","C","BGA","ALB","ALBION",3.01,.84,5601.21,13,4,4,""
"1997","C","BGA","ARE","PNT ARENA",,,,8,4,2,"*"
"1997","C","BGA","BRG","FORT BRAGG",71.11,.8,125289.07,46,29,6,""
"1997","C","BGA","OMD","O MENDOCNO",,,,1,1,1,"*"
"1997","C","CA2","OCA","OTHER CAL",,,,1,1,1,"*"
"1997","C","CCA","CRS","CRESCENT",433.71,.77,736955.63,258,97,18,""
"1997","C","ERA","ERK","EUREKA",518.19,.8,918150.52,133,59,19,""
"1997","C","ERA","FLN","FIELDS LDG",,,,13,7,1,"*"
"1997","C","ERA","TRN","TRINIDAD",1.46,1.02,3276.2,8,4,4,""
"1997","C","LAA","DNA","DANA POINT",,,,3,3,2,"*"
"1997","C","LAA","LGB","LONG BEACH",,,,3,2,1,"*"
"1997","C","LAA","NWB","NEWPORT B.",,,,3,2,2,"*"
"1997","C","LAA","OLA","O LA/ORG",.59,1.68,2174,10,7,3,""
"1997","C","LAA","SP","SAN PEDRO",441.87,.8,774499.59,69,49,8,""
"1997","C","LAA","TRM","TERMINAL I",24.92,.83,45399.67,27,15,3,""
"1997","C","LAA","WLM","WILLMNGTN",,,,1,1,1,"*"
"1997","C","MNA","CRZ","SANTA CRUZ",34.18,.89,67403.41,130,34,17,""
"1997","C","MNA","MNT","MONTEREY",52.74,.64,74685.84,173,42,9,""
"1997","C","MNA","MOS","MOSS LNDG",1050.16,.78,1796417.7,466,170,23,""
"1997","C","MNA","OCM","O SCRZ/MTR",,,,1,1,1,"*"
"1997","C","MRA","AVL","AVILA",19.57,.76,32907.89,63,26,11,""
"1997","C","MRA","MRO","MORRO BAY",163.17,.7,252969.67,203,75,16,""
"1997","C","SBA","HNM","PT HUENEME",,,,2,2,2,"*"
"1997","C","SBA","OXN","OXNARD",7.68,.88,14942.6,16,7,5,""
"1997","C","SBA","SB","S. BARBARA",.9,.84,1655.7,9,6,6,""
"1997","C","SBA","VEN","VENTURA",5.87,.89,11540.71,15,10,7,""
"1997","C","SDA","OCN","OCEANSIDE",,,,2,2,2,"*"
"1997","C","SDA","OSD","O S DIEGO",6.98,.89,13750.32,28,13,7,""
"1997","C","SDA","SD","SAN DIEGO",58.36,.85,109263.24,68,29,15,""
"1997","C","SFA","BKL","BERKELEY",2.05,.62,2813,6,4,3,""
"1997","C","SFA","OSF","O SF/SMTEO",,,,2,1,1,"*"
"1997","C","SFA","PRN","PRINCETON",33.78,.94,70319.13,135,51,20,""
"1997","C","SFA","SF","SF",74.5,.74,122060.65,84,41,15,""
"1997","C","SFA","SLT","SAUSALITO",,,,28,25,2,"*"
"1997","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",275.63,.8,483196.63,,,,""
"1997","O","BRA","BRK","BROOKINGS",77.56,.73,125225.77,145,53,14,""
"1997","O","BRA","GLD","GOLD BEACH",,,,6,3,1,"*"
"1997","O","BRA","ORF","ORFORD",30.66,.76,51170.82,40,13,4,""
"1997","O","CBA","BDN","BANDON",3.19,.81,5707.8,14,5,3,""
"1997","O","CBA","COS","COOS BAY",290.7,.82,523255.51,204,92,19,""
"1997","O","CBA","FLR","FLORENCE",13.44,.87,25793.4,14,9,5,""
"1997","O","CBA","WIN","WINCHESTER",37.05,1.03,83887.28,35,13,8,""
"1997","O","CLO","AST","ASTORIA",1799.31,.81,3204082.74,229,139,10,""
"1997","O","NPA","DPO","DEPOE BAY",,,,1,1,2,"*"
"1997","O","NPA","NEW","NEWPORT",1784.71,.79,3093506.81,526,216,35,""
"1997","O","TLA","PCC","PACIFIC",1.65,.95,3458.1,8,4,3,""
"1997","O","TLA","TLL","TLMK/GRBLD",116.68,.85,218946.02,94,27,9,""
"1997","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",3.45,.86,6564.5,,,,""
"1997","W","CLW","LWC","ILWCO/CHNK",2160.97,.82,3909229.11,205,103,5,""
"1997","W","CWA","GRH","GRAYS HRBR",,,,6,3,2,"*"
"1997","W","CWA","LAP","LA PUSH",,,,16,8,2,"*"
"1997","W","CWA","OWC","O WA COAST",,,,11,2,2,"*"
"1997","W","CWA","WLB","WILLAPA",18.22,.81,32689.85,6,5,3,""
"1997","W","CWA","WPT","WESTPORT",1386.1,.81,2474367.3,258,127,7,""
"1997","W","NPS","PAG","PT ANGELES",,,,6,6,2,"*"
"1997","W","NPS","TNS","TOWNSEND",,,,6,5,2,"*"
"1997","W","SPS","SEA","SEATTLE",26.08,.84,48076.85,7,6,5,""
"1997","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",48.62,.8,85789.73,,,,""
"1998","C","BDA","BDG","BODEGA BAY",35.32,1.34,104160.51,68,10,10,""
"1998","C","BDA","BOL","BOLINAS",,,,9,2,2,"*"
"1998","C","BDA","OSM","O SNMA/MRN",2.78,1.45,8890.75,41,3,3,""
"1998","C","BDA","TML","TOMALES",,,,2,1,1,"*"
"1998","C","BGA","BRG","FORT BRAGG",14.69,.98,31596.1,33,5,5,""
"1998","C","CCA","CRS","CRESCENT",55.29,.66,80892.42,56,25,17,""
"1998","C","ERA","ERK","EUREKA",136.08,.69,206866.06,93,26,10,""
"1998","C","ERA","FLN","FIELDS LDG",,,,3,3,1,"*"
"1998","C","LAA","LGB","LONG BEACH",,,,2,2,2,"*"
"1998","C","LAA","NWB","NEWPORT B.",.19,1.33,563.4,3,3,3,""
"1998","C","LAA","OLA","O LA/ORG",1.37,1.55,4701.27,18,9,7,""
"1998","C","LAA","SP","SAN PEDRO",534.7,.55,651345.24,111,65,12,""
"1998","C","LAA","TRM","TERMINAL I",1310.73,.57,1647193.11,83,54,9,""
"1998","C","LAA","WLM","WILLMNGTN",,,,1,1,1,"*"
"1998","C","MNA","CRZ","SANTA CRUZ",24.3,.79,42527.53,104,36,20,""
"1998","C","MNA","MNT","MONTEREY",19.19,.53,22265.24,77,31,7,""
"1998","C","MNA","MOS","MOSS LNDG",91.46,.6,121426.8,144,62,23,""
"1998","C","MRA","AVL","AVILA",7.65,.93,15740.08,62,35,9,""
"1998","C","MRA","MRO","MORRO BAY",57.57,.81,103066.69,164,69,24,""
"1998","C","MRA","SIM","MILL CREEK",,,,3,1,1,"*"
"1998","C","SBA","HNM","PT HUENEME",,,,5,5,2,"*"
"1998","C","SBA","OXN","OXNARD",6.45,.67,9503.99,22,11,10,""
"1998","C","SBA","SB","S. BARBARA",6.24,.96,13181.55,46,17,7,""
"1998","C","SBA","VEN","VENTURA",6.34,.98,13751.61,22,11,7,""
"1998","C","SDA","OSD","O S DIEGO",15.71,.82,28289.79,45,15,7,""
"1998","C","SDA","SD","SAN DIEGO",51.47,1.08,122283.54,96,48,21,""
"1998","C","SFA","BKL","BERKELEY",1.76,.81,3147.45,10,3,3,""
"1998","C","SFA","OSF","O SF/SMTEO",,,,2,1,1,"*"
"1998","C","SFA","PRN","PRINCETON",12.92,1.33,37835.02,93,38,20,""
"1998","C","SFA","SF","SF",44.14,.77,74630.27,87,47,25,""
"1998","C","SFA","SLT","SAUSALITO",,,,33,3,2,"*"
"1998","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",25.12,.8,44334.54,,,,""
"1998","O","BRA","BRK","BROOKINGS",53.62,.69,81718.62,32,16,15,""
"1998","O","BRA","GLD","GOLD BEACH",,,,5,3,2,"*"
"1998","O","BRA","ORF","ORFORD",,,,7,6,2,"*"
"1998","O","CBA","BDN","BANDON",4.89,.87,9393.95,6,4,3,""
"1998","O","CBA","COS","COOS BAY",502.64,.62,684612.12,198,89,27,""
"1998","O","CBA","FLR","FLORENCE",32.41,.52,37009.44,30,14,7,""
"1998","O","CBA","WIN","WINCHESTER",47.49,.91,95760.3,47,16,14,""
"1998","O","CLO","AST","ASTORIA",3081.34,.62,4195026.58,206,112,17,""
"1998","O","NPA","DPO","DEPOE BAY",,,,5,2,2,"*"
"1998","O","NPA","NEW","NEWPORT",982.34,.58,1253498.51,302,127,54,""
"1998","O","TLA","PCC","PACIFIC",1.45,.86,2752.9,9,3,3,""
"1998","O","TLA","TLL","TLMK/GRBLD",87.04,.8,154163.6,82,25,11,""
"1998","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",16.29,.74,26477.6,,,,""
"1998","W","CLW","LWC","ILWCO/CHNK",5580.27,.61,7458592.07,276,164,9,""
"1998","W","CWA","GRH","GRAYS HRBR",30.07,.76,50267.83,21,11,3,""
"1998","W","CWA","LAP","LA PUSH",,,,1,1,1,"*"
"1998","W","CWA","OWC","O WA COAST",23.74,.36,19036.95,5,3,3,""
"1998","W","CWA","WLB","WILLAPA",25.97,.56,31773.49,10,6,3,""
"1998","W","CWA","WPT","WESTPORT",624.48,.6,824469.99,66,35,14,""
"1998","W","NPS","ANA","ANACORTES",,,,2,2,2,"*"
"1998","W","NPS","BLL","BELLINGHAM",,,,1,1,1,"*"
"1998","W","NPS","BLN","BLAINE",,,,20,1,1,"*"
"1998","W","NPS","LAC","LA CONNER",,,,3,2,2,"*"
"1998","W","NPS","NEA","NEAH BAY",,,,1,1,1,"*"
"1998","W","NPS","PAG","PT ANGELES",,,,3,3,2,"*"
"1998","W","NPS","TNS","TOWNSEND",,,,5,3,2,"*"
"1998","W","OR4","OOR","UNK OREGON",,,,1,1,1,"*"
"1998","W","SPS","SEA","SEATTLE",184.43,.75,303243.77,17,11,9,""
"1998","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",166.06,.73,267807.35,,,,""
"1999","C","BDA","BDG","BODEGA BAY",27.31,1.14,68467.69,67,14,9,""
"1999","C","BDA","BOL","BOLINAS",,,,4,1,1,"*"
"1999","C","BGA","ALB","ALBION",,,,1,1,1,"*"
"1999","C","BGA","ARE","PNT ARENA",,,,2,1,1,"*"
"1999","C","BGA","BRG","FORT BRAGG",29.09,.95,61029.14,61,20,12,""
"1999","C","CA2","OCA","OTHER CAL",,,,5,3,0,"*"
"1999","C","CCA","CRS","CRESCENT",28.77,1.09,69013.46,42,11,11,""
"1999","C","ERA","ERK","EUREKA",164.27,.84,304852.65,126,25,13,""
"1999","C","ERA","FLN","FIELDS LDG",,,,8,6,1,"*"
"1999","C","LAA","DNA","DANA POINT",,,,2,1,1,"*"
"1999","C","LAA","LGB","LONG BEACH",1.96,1.05,4535,10,3,3,""
"1999","C","LAA","NWB","NEWPORT B.",,,,1,1,1,"*"
"1999","C","LAA","OLA","O LA/ORG",1.61,1.43,5106.3,20,10,4,""
"1999","C","LAA","SP","SAN PEDRO",388.88,.76,650834.97,81,55,12,""
"1999","C","LAA","TRM","TERMINAL I",2826.51,.89,5517023.78,234,131,12,""
"1999","C","LAA","WLM","WILLMNGTN",.5,.84,933.3,4,3,3,""
"1999","C","MNA","CRZ","SANTA CRUZ",36.28,.87,69682.71,95,24,9,""
"1999","C","MNA","MNT","MONTEREY",21.14,.6,28106.95,44,17,5,""
"1999","C","MNA","MOS","MOSS LNDG",459.74,.74,753922.3,127,66,14,""
"1999","C","MRA","AVL","AVILA",10.78,.95,22600.78,51,22,9,""
"1999","C","MRA","MRO","MORRO BAY",135.71,.59,177524.04,247,61,23,""
"1999","C","SBA","OXN","OXNARD",1.01,1.03,2285.1,5,4,4,""
"1999","C","SBA","SB","S. BARBARA",4.93,.94,10183.15,26,14,10,""
"1999","C","SBA","VEN","VENTURA",15.13,1.4,46703.21,16,9,9,""
"1999","C","SDA","OCN","OCEANSIDE",1.78,1.03,4027.63,16,4,3,""
"1999","C","SDA","OSD","O S DIEGO",21.42,.93,44022.63,59,23,8,""
"1999","C","SDA","SD","SAN DIEGO",1014.15,.75,1684785.21,226,91,23,""
"1999","C","SFA","BKL","BERKELEY",2.44,1.03,5565.75,5,4,4,""
"1999","C","SFA","OSF","O SF/SMTEO",,,,1,1,1,"*"
"1999","C","SFA","PRN","PRINCETON",16.22,1.15,40998.1,77,30,20,""
"1999","C","SFA","RCH","RICHMOND",,,,1,1,1,"*"
"1999","C","SFA","SF","SF",63.61,.81,113650.21,60,31,15,""
"1999","C","SFA","SLT","SAUSALITO",,,,2,2,2,"*"
"1999","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",85.62,.77,145560.67,,,,""
"1999","O","BRA","BRK","BROOKINGS",7.41,1.09,17882.05,10,9,6,""
"1999","O","BRA","GLD","GOLD BEACH",,,,3,3,1,"*"
"1999","O","BRA","ORF","ORFORD",,,,2,2,2,"*"
"1999","O","CBA","BDN","BANDON",,,,2,2,2,"*"
"1999","O","CBA","COS","COOS BAY",155.49,.9,308157.37,88,40,23,""
"1999","O","CBA","FLR","FLORENCE",18.07,.85,33814.7,37,15,7,""
"1999","O","CBA","WIN","WINCHESTER",32.11,.99,70261.53,33,16,16,""
"1999","O","CLO","AST","ASTORIA",822.85,.81,1465833.7,139,86,6,""
"1999","O","NPA","DPO","DEPOE BAY",,,,4,1,1,"*"
"1999","O","NPA","NEW","NEWPORT",955.56,.82,1730631.26,421,151,42,""
"1999","O","TLA","PCC","PACIFIC",.63,1,1395,4,3,3,""
"1999","O","TLA","TLL","TLMK/GRBLD",67.79,.97,144602.08,73,19,12,""
"1999","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",5.23,.95,10937.3,,,,""
"1999","W","CLW","LWC","ILWCO/CHNK",1476.37,.8,2601158.89,258,125,7,""
"1999","W","CLW","OCR","O COL WA",,,,1,1,1,"*"
"1999","W","CWA","GRH","GRAYS HRBR",16.18,1,35574.51,19,8,3,""
"1999","W","CWA","LAP","LA PUSH",,,,1,1,1,"*"
"1999","W","CWA","OWC","O WA COAST",,,,6,2,2,"*"
"1999","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"1999","W","CWA","WPT","WESTPORT",430.77,.79,749332.05,98,55,10,""
"1999","W","NPS","ANA","ANACORTES",,,,2,1,1,"*"
"1999","W","NPS","BLN","BLAINE",,,,1,1,1,"*"
"1999","W","NPS","PAG","PT ANGELES",,,,1,1,1,"*"
"1999","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"1999","W","SPS","EVR","EVERETT",,,,1,1,1,"*"
"1999","W","SPS","SEA","SEATTLE",53.35,.84,98600.89,66,9,6,""
"1999","W","SPS","TAC","TACOMA",,,,2,1,1,"*"
"1999","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",76.83,.74,125921.85,,,,""
"2000","C","BDA","BDG","BODEGA BAY",35.22,1.08,83693.48,49,21,7,""
"2000","C","BDA","BOL","BOLINAS",,,,2,2,2,"*"
"2000","C","BGA","ARE","PNT ARENA",,,,2,2,2,"*"
"2000","C","BGA","BRG","FORT BRAGG",13.9,.91,27838.64,23,10,6,""
"2000","C","CA2","OCA","OTHER CAL",,,,1,1,0,"*"
"2000","C","CCA","CRS","CRESCENT",45.23,.91,91095.55,35,15,10,""
"2000","C","ERA","ERK","EUREKA",259.32,.9,512764.21,63,22,7,""
"2000","C","ERA","FLN","FIELDS LDG",,,,7,7,2,"*"
"2000","C","ERA","OHB","O HUMBOLDT",,,,5,2,2,"*"
"2000","C","LAA","DNA","DANA POINT",,,,1,1,1,"*"
"2000","C","LAA","LGB","LONG BEACH",1.77,.57,2218.5,5,4,4,""
"2000","C","LAA","OLA","O LA/ORG",.46,1.57,1602,7,5,3,""
"2000","C","LAA","SP","SAN PEDRO",34.82,.89,68199.11,55,34,8,""
"2000","C","LAA","TRM","TERMINAL I",485.98,.97,1035325.49,89,59,9,""
"2000","C","MNA","CRZ","SANTA CRUZ",28.58,.96,60326.79,84,29,9,""
"2000","C","MNA","MNT","MONTEREY",15.3,.79,26764.94,32,15,8,""
"2000","C","MNA","MOS","MOSS LNDG",303.93,.91,609451.73,85,51,9,""
"2000","C","MRA","AVL","AVILA",5.68,.97,12206.25,40,23,8,""
"2000","C","MRA","MRO","MORRO BAY",390.04,.91,783109.29,296,94,27,""
"2000","C","SBA","OXN","OXNARD",.96,.86,1810.98,6,5,4,""
"2000","C","SBA","SB","S. BARBARA",,,,9,7,2,"*"
"2000","C","SBA","VEN","VENTURA",9.5,.73,15394.88,20,9,9,""
"2000","C","SDA","OCN","OCEANSIDE",,,,8,5,2,"*"
"2000","C","SDA","OSD","O S DIEGO",22.81,.8,40358.58,14,9,8,""
"2000","C","SDA","SD","SAN DIEGO",153.48,.83,279781.45,131,54,17,""
"2000","C","SFA","BKL","BERKELEY",1.76,1.72,6672,7,3,4,""
"2000","C","SFA","OAK","OAKLAND",,,,1,1,1,"*"
"2000","C","SFA","PRN","PRINCETON",9.09,1.59,31860.33,31,17,11,""
"2000","C","SFA","SF","SF",3.62,.94,7481.9,10,9,6,""
"2000","C","SFA","SLT","SAUSALITO",,,,12,11,1,"*"
"2000","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",62.27,.91,124872.47,,,,""
"2000","O","BRA","BRK","BROOKINGS",31.18,1.1,75290.76,21,10,8,""
"2000","O","BRA","ORF","ORFORD",,,,3,3,2,"*"
"2000","O","CBA","BDN","BANDON",2.48,.69,3781,4,3,3,""
"2000","O","CBA","COS","COOS BAY",246.4,.86,468166.8,105,51,22,""
"2000","O","CBA","FLR","FLORENCE",23.56,1,51941.68,17,11,7,""
"2000","O","CBA","WIN","WINCHESTER",34.6,1.12,85741.08,35,9,11,""
"2000","O","CLO","AST","ASTORIA",1818.91,.87,3498625.06,185,109,10,""
"2000","O","NPA","DPO","DEPOE BAY",,,,4,1,1,"*"
"2000","O","NPA","NEW","NEWPORT",1722.24,.82,3120191.76,472,198,31,""
"2000","O","TLA","PCC","PACIFIC",,,,4,2,2,"*"
"2000","O","TLA","TLL","TLMK/GRBLD",86.92,.91,173593.33,70,19,6,""
"2000","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",5.7,.9,11333.19,,,,""
"2000","W","CLW","LWC","ILWCO/CHNK",2072.79,.83,3804207.37,241,112,6,""
"2000","W","CLW","OCR","O COL WA",,,,1,1,1,"*"
"2000","W","CWA","GRH","GRAYS HRBR",11.67,.91,23513.5,10,3,3,""
"2000","W","CWA","LAP","LA PUSH",,,,2,2,1,"*"
"2000","W","CWA","OWC","O WA COAST",13.63,.69,20628.44,8,3,3,""
"2000","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"2000","W","CWA","WPT","WESTPORT",958.62,.81,1716097.59,138,58,11,""
"2000","W","NPS","ANA","ANACORTES",,,,2,1,1,"*"
"2000","W","NPS","BLL","BELLINGHAM",,,,1,1,1,"*"
"2000","W","NPS","BLN","BLAINE",,,,1,1,1,"*"
"2000","W","NPS","NEA","NEAH BAY",,,,3,2,1,"*"
"2000","W","NPS","PAG","PT ANGELES",,,,1,1,1,"*"
"2000","W","NPS","TNS","TOWNSEND",,,,3,3,1,"*"
"2000","W","SPS","SEA","SEATTLE",62.11,.79,108780.83,71,4,4,""
"2000","W","SPS","TAC","TACOMA",,,,2,1,1,"*"
"2000","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",96.41,.92,195094.83,,,,""
"2001","C","BDA","BDG","BODEGA BAY",155.42,.83,283762.33,102,44,8,""
"2001","C","BDA","BOL","BOLINAS",,,,3,1,1,"*"
